,tempo,beats_mean,beats_std,beats_median,beats_min,beats_max,rms_mean,rms_std,rms_median,rms_min,rms_max
54482,143.5546875,623.8636363636364,351.61626321385336,624.0,24.0,1223.0,0.0541363482287813,0.0464691231136659,0.0341862348688778,0.0024662516597002,0.1932789124584163
54468,92.28515625,520.3684210526316,299.1219977351814,518.0,17.0,1029.0,0.21199468951717,0.0994138115368947,0.2587964380837492,0.0068541599503254,0.400006663743779
54469,135.99917763157896,639.8088235294117,367.3926116549105,639.5,13.0,1267.0,0.1228374286492891,0.0781617870438365,0.1213863437244763,0.0071426620698988,0.2688592744056583
54481,143.5546875,626.030303030303,351.6294524197299,626.0,26.0,1226.0,0.0754120951802594,0.0300204038816357,0.0705590561185997,0.0110200632236577,0.1772075642725209
54442,161.4990234375,643.2405063291139,368.3245753267314,643.0,14.0,1273.0,0.1256766962229767,0.0599581869310048,0.1325841862625417,0.0118185564027708,0.2562836776095593
54735,95.703125,641.5652173913044,361.0786167662415,642.5,27.0,1259.0,0.162579185107028,0.0424033122706283,0.1606931873599963,0.0556246216230703,0.2688955882971708
54480,117.45383522727272,648.3050847457627,366.7261599815635,648.0,24.0,1272.0,0.0908297485774484,0.0367675681682769,0.0892549115717491,0.0106270958317149,0.2417645992128351
54443,172.265625,610.8375,355.15441866003863,610.5,3.0,1219.0,0.0753515274140791,0.0366085212647328,0.0761032590172787,0.0046414563799935,0.2070956309998561
54335,107.666015625,629.5192307692307,362.4481655452274,629.5,14.0,1245.0,0.1649528014074676,0.0435579372354088,0.1546526440932121,0.077803630265883,0.2833262734842556
54719,95.703125,611.9130434782609,353.69987437687263,613.5,12.0,1212.0,0.1552746995382914,0.0645673040550241,0.1351648994941565,0.0402605701212181,0.3245863955703827
54297,117.45383522727272,613.8181818181819,348.92375259355293,621.0,21.0,1203.0,0.0664817712705011,0.0303466824781117,0.0602868344893917,0.0122998736252013,0.1557640207054779
54479,117.45383522727272,637.3728813559322,366.68338988440905,637.0,13.0,1262.0,0.1641551561719852,0.0656839162683898,0.1793230756510941,0.0345337243078296,0.3146918557518116
54874,117.45383522727272,641.75,363.19668274523497,642.0,24.0,1259.0,0.144256686902833,0.048071457554533,0.1453952353810859,0.0074661032300001,0.2902961259665225
54436,143.5546875,635.4461538461538,346.0843396883407,635.0,49.0,1226.0,0.0963743085231161,0.0597883709955215,0.0990379106602525,0.0081585173977285,0.219690947295337
54152,99.38401442307692,599.5652173913044,343.2057724870475,600.0,18.0,1181.0,0.0872014593677101,0.0325550223098567,0.0815143877754111,0.0158804348955273,0.2286852834437214
54032,112.34714673913044,621.4074074074074,369.3928210474949,625.0,6.0,1246.0,0.3580530208590801,0.0343052603881211,0.3607577384071167,0.2597400394545587,0.4367068628593888
54568,172.265625,641.7126436781609,368.0784495356271,643.0,10.0,1272.0,0.1567549668431062,0.0484316760131361,0.1672196711142421,0.0173736273415028,0.250457375090251
54580,123.046875,627.4237288135594,366.1399289514005,628.0,3.0,1249.0,0.0695974649598108,0.0247441431672471,0.0682663488932493,0.0125804430285414,0.1540543061915281
54033,47.8515625,623.8636363636364,343.6914968999412,624.0,55.0,1193.0,0.0502347516810241,0.013954308016554,0.0482094938678367,0.0319205077945647,0.1134905074475697
54153,80.74951171875,630.7105263157895,354.2301443304262,631.0,33.0,1229.0,0.1197455371058603,0.0505443018618612,0.1178262745459383,0.0041082352492519,0.2784856338725081
54621,172.265625,638.4939759036145,370.4576256110121,640.0,3.0,1274.0,0.155482023448769,0.0188491564251124,0.1550324567337606,0.0938990520695542,0.2116609195260033
54578,184.5703125,635.8901098901099,368.2242642782855,634.0,9.0,1271.0,0.1109869620108126,0.0463643751442358,0.1164469006304365,0.0142570874482159,0.226909298038224
54437,107.666015625,320.7857142857143,190.0288243441838,318.5,3.0,638.0,0.0408938472966153,0.0401025534701312,0.0193700989253614,0.0016408004029022,0.2212295499337838
54623,172.265625,599.3658536585366,354.7948054241756,589.5,8.0,1219.0,0.142972595725867,0.01809353223107,0.1419417143346824,0.0938921486522541,0.1997154159464581
54151,161.4990234375,644.1234567901234,366.36295107299645,645.0,16.0,1271.0,0.1035957685078755,0.0263326084687294,0.1010780702308628,0.0412439409076732,0.2001117811155896
54031,89.10290948275862,622.7954545454545,364.6346602201775,622.5,5.0,1240.0,0.1674375553045057,0.0275799761899948,0.1639349702904591,0.1100895987758598,0.267901816502842
54019,135.99917763157896,641.9253731343283,370.374409734332,646.0,9.0,1270.0,0.1201702303365757,0.0316144316603961,0.1115376566959761,0.0623234568847885,0.2474403399872741
54554,161.4990234375,641.3636363636364,352.3526092922948,646.0,34.0,1242.0,0.1639879078104125,0.0247436603946301,0.1645213080931868,0.1046909598590128,0.2239651189190112
54150,86.1328125,616.6,350.94969725019,616.5,24.0,1210.0,0.0700781889285927,0.0390443151396124,0.0583599113403963,0.0127191383048233,0.2305589757915209
54626,172.265625,620.4938271604939,358.7034995357308,627.0,3.0,1233.0,0.1259974188358611,0.0176520241941147,0.125063760708198,0.0619041004650191,0.19458856887193
54154,151.99908088235293,621.9295774647887,353.0959780124292,621.0,19.0,1225.0,0.0640116798072947,0.0287009470504163,0.0534499307271525,0.0194556150137808,0.1660903930593971
54034,112.34714673913044,641.4528301886793,358.6065045889428,642.0,31.0,1247.0,0.185229737402643,0.0368514518707512,0.1830313061887822,0.1171821632759537,0.3176528134326645
54236,143.5546875,632.5774647887324,372.4611960872646,632.0,3.0,1269.0,0.0976531655868229,0.0278983672601296,0.0920867401603293,0.0118538585630675,0.2009133650136494
54237,95.703125,607.9347826086956,358.9974810480789,607.0,3.0,1217.0,0.1077634772168822,0.0277731602225909,0.1046741496654831,0.0321020299453197,0.2073224197431828
54753,172.265625,639.3132530120482,359.8519082184421,640.0,23.0,1255.0,0.0838757139364631,0.0572210595069983,0.0637219491011013,0.0131795262093036,0.2793676513413704
54576,99.38401442307692,614.7551020408164,362.8066067515042,616.0,3.0,1232.0,0.0821826314879072,0.0261167775891447,0.0802847215049271,0.0183208682851833,0.2546024168690171
54155,99.38401442307692,642.204081632653,365.4588940614887,642.0,22.0,1262.0,0.0980383087687043,0.0539323770310801,0.0815228163207021,0.0010430146059795,0.2293336604828381
54433,92.28515625,633.195652173913,367.49212470504295,633.0,10.0,1256.0,0.1346453266572318,0.0537225522356707,0.1443274001202123,0.0061737280815549,0.3121469171931221
54625,161.4990234375,649.1728395061729,372.2959724656707,651.0,8.0,1276.0,0.1211497168890228,0.0195811785597269,0.1191719670578573,0.0595204993206374,0.1784948491333707
54037,129.19921875,622.9180327868852,359.07920926625314,625.0,11.0,1227.0,0.1416926795191454,0.0169906931176707,0.1402088936418539,0.0970520833281812,0.2151255320282541
54235,112.34714673913044,672.0,352.7093486362172,672.0,73.0,1271.0,0.1137319121756602,0.0411325897877711,0.1190516929465137,0.0256061985150476,0.2255566648176148
54234,184.5703125,637.0869565217391,365.0746097709794,637.0,13.0,1263.0,0.1008786479513437,0.0352970415740293,0.1010369633001065,0.0110580954663033,0.2104949812908106
54624,161.4990234375,615.1,359.8980619564379,603.5,11.0,1242.0,0.1483872130732515,0.0217436382448556,0.1469028345070875,0.0848688360839138,0.2045165593034642
54156,117.45383522727272,654.4285714285714,355.7397150979339,660.5,36.0,1253.0,0.0664613153712253,0.0289681767198612,0.0646626937913083,0.0143514452578337,0.2176439815686627
54365,92.28515625,625.3023255813954,348.58461552489405,626.0,36.0,1215.0,0.13642116904491,0.0641229262554775,0.1241540633922877,0.0253109990112004,0.3220794949399479
54039,161.4990234375,635.8354430379746,368.3087391732458,637.0,6.0,1266.0,0.2602783822655966,0.046470864071705,0.2685472938213388,0.0482799201962749,0.3574528498334426
54159,143.5546875,639.8732394366198,363.74054092836303,638.0,14.0,1271.0,0.0868928830625958,0.023172038904405,0.0845929595630611,0.0385668829087009,0.188851995557357
54158,99.38401442307692,669.304347826087,343.4772867349973,669.0,88.0,1263.0,0.1103632382400928,0.0467069677564084,0.1137741071574861,0.0218909000934051,0.2433458208133406
54149,99.38401442307692,625.125,365.2866240479294,625.0,5.0,1245.0,0.0783599638569681,0.0260265401897675,0.0789225636982554,0.0085504888383908,0.1572748489157376
54570,129.19921875,625.1311475409836,356.8120906670963,624.0,19.0,1235.0,0.1504227482700607,0.05728438673715,0.14989245254737,0.0390395887060583,0.285583541749452
54160,92.28515625,635.6976744186046,354.22161863848845,634.0,48.0,1237.0,0.1042418393533797,0.0544065917985466,0.0949153886156526,0.01267552782762,0.258978461288667
54376,107.666015625,616.3090909090909,363.4728386864828,614.0,3.0,1240.0,0.1266317045268122,0.0510170144334677,0.1230466063057524,0.0092973301673659,0.2575849337917364
54438,184.5703125,641.5955056179776,364.0785419369036,646.0,18.0,1263.0,0.1391660843343479,0.1100828247059284,0.1589649893917846,0.0001926306299703,0.3862622774820929
54942,161.4990234375,645.4375,364.7431234358641,649.0,13.0,1273.0,0.1406901158928244,0.0195024951452733,0.1400031074217383,0.0952904865373975,0.234121582993085
54163,99.38401442307692,618.530612244898,364.4683072944397,618.0,3.0,1237.0,0.2219952670161243,0.0398063831575294,0.2211597495762296,0.0535428951387044,0.3584243806601489
54662,129.19921875,652.015873015873,361.4914208762014,652.0,36.0,1268.0,0.1438143519344661,0.0279093898502639,0.1476730879512929,0.0752456484178776,0.2339718609935884
54064,123.046875,633.3333333333334,373.5378011512207,636.5,3.0,1266.0,0.1118379794040189,0.0168956306066804,0.1115038555610876,0.020328323082679,0.1637047488809364
54703,99.38401442307692,620.9583333333334,367.2030522711136,622.0,3.0,1240.0,0.1154937571612735,0.023940292506897,0.1123831267712136,0.0304942108338078,0.2027123367591187
54475,135.99917763157896,638.3088235294117,362.1883348786171,638.5,21.0,1257.0,0.0465579636560948,0.0185972559957695,0.0485674384231499,0.0032584504532305,0.1120821780268724
54463,135.99917763157896,613.8307692307692,356.5390287938397,614.0,6.0,1222.0,0.1304410990902402,0.0860866785466446,0.0973725489545415,0.0173673342521823,0.3526440303005416
54476,129.19921875,644.265625,367.2697936372652,644.5,18.0,1271.0,0.0362160889612394,0.0298420827558529,0.0210709630055041,0.0063767577041159,0.1289680000715033
54466,135.99917763157896,641.9850746268656,367.4479348858285,642.0,15.0,1269.0,0.1109088784360257,0.056881327855317,0.1001857695394388,0.0165935147989099,0.3705997592250002
54664,161.4990234375,608.8933333333333,343.2999300255617,606.0,26.0,1193.0,0.2001281357891987,0.0328430460775164,0.2038011027679004,0.0912277608464271,0.2965088895732384
54063,99.38401442307692,638.3673469387755,368.0586518188039,627.0,19.0,1264.0,0.1270848978043722,0.0190837928487078,0.1270793067640784,0.0547196983168628,0.1797580269604977
54062,143.5546875,645.3098591549295,372.1920824531673,653.0,3.0,1274.0,0.1102509497939098,0.0133523344373792,0.1091202980409871,0.0237528685924326,0.1810046310938818
54467,151.99908088235293,649.527027027027,367.913922915327,649.5,21.0,1278.0,0.145163739482898,0.0735245546262818,0.151532083339921,0.0066459824469129,0.3093803135579344
54665,117.45383522727272,598.4230769230769,352.22012054056404,597.0,3.0,1199.0,0.1283257396947957,0.0533128913005188,0.1411921666755837,0.0160768450970392,0.2373645534275691
54465,92.28515625,585.9069767441861,340.3459808716875,584.0,12.0,1174.0,0.1042365074725202,0.066157871363299,0.0842431097241065,0.0121035487104283,0.3223729503976158
54667,123.046875,593.0862068965517,346.10603739330395,591.0,5.0,1184.0,0.1900331931982701,0.0317375920704648,0.1883672782825268,0.0817003273666423,0.2938580811294027
54061,135.99917763157896,623.0588235294117,369.991966619982,619.5,3.0,1255.0,0.0992672656476994,0.0153720931608039,0.0989822674551755,0.0187491823430393,0.1647079520854
54666,92.28515625,614.3809523809524,348.13208716430995,614.5,27.0,1205.0,0.1622232250550669,0.0519173081021732,0.1581068629108526,0.0262956443386456,0.3307472984970614
54464,92.28515625,688.0952380952381,340.9566240757522,690.5,110.0,1262.0,0.1149240474162311,0.064382400086622,0.1192312325995941,0.0061816165778218,0.3183003236264433
54470,143.5546875,614.820895522388,356.9079870291056,615.0,6.0,1223.0,0.1660936930248002,0.0474990285863874,0.1760562070836416,0.0278466138365701,0.3001233622114242
53299,143.5546875,638.75,362.2181409284288,638.5,20.0,1257.0,0.1004739525579277,0.0624810494204551,0.1107466932251397,0.0122089968529318,0.3561186037851591
53675,129.19921875,620.7377049180328,362.0138980050779,621.0,3.0,1227.0,0.0075183912699992,0.0061296934122534,0.0048505598915923,0.0020358419373158,0.0455951179626982
53729,89.10290948275862,647.4883720930233,364.7042364675106,646.0,29.0,1264.0,0.0984742074332927,0.0318593967645586,0.092668026719294,0.0351829278576276,0.2927054684499908
53728,80.74951171875,617.972972972973,331.4583245163129,615.0,59.0,1183.0,0.0394479188012833,0.0177215513273969,0.0387764785773263,0.0022955569768576,0.0913023003025962
53300,151.99908088235293,642.4324324324324,367.9464958563978,642.5,14.0,1271.0,0.108088925959817,0.0484097506456797,0.1238352669723057,0.0120147891840209,0.2169871569169674
53937,103.359375,628.8823529411765,362.4437020277242,629.0,13.0,1244.0,0.1626814471271159,0.0514921404583027,0.1523057205466501,0.0502467985163826,0.3177039883530141
53301,143.5546875,642.7464788732394,367.69451950049546,643.0,15.0,1271.0,0.1314626781369626,0.0729828322955091,0.1555638506452535,0.0145283009540267,0.2869993245452482
53302,75.99954044117646,631.2702702702703,363.0390231908774,632.0,19.0,1243.0,0.1886731857317116,0.04478157663079,0.1861784275677082,0.0746730683611116,0.3267644992105428
53588,95.703125,658.4222222222222,357.0689624576985,659.0,54.0,1263.0,0.1816245343596193,0.0319884088267436,0.1795168978977753,0.1008594830288592,0.283719466852097
53576,117.45383522727272,624.3793103448276,367.4559240557462,624.0,4.0,1248.0,0.0384803974228959,0.0137532049915035,0.037152154319877,0.0053928944396559,0.0886919631134071
53589,103.359375,587.3617021276596,331.8672783631532,585.0,26.0,1157.0,0.2093038801384768,0.0356680715803379,0.2088679854101489,0.1287355376310431,0.3247621761906978
53158,107.666015625,608.3921568627451,356.25063211124507,607.0,3.0,1217.0,0.1479028512151746,0.037046790017227,0.1606192119553745,0.0236256074168189,0.2055461538310142
53159,123.046875,628.2333333333333,366.85807276868746,628.5,3.0,1253.0,0.181431964142097,0.0685242955115696,0.1975772586741673,0.0171986742027667,0.3553181842896142
53160,89.10290948275862,633.2727272727273,364.6194381965172,633.5,16.0,1250.0,0.0998959500920083,0.0459012002390605,0.1259534060464782,0.0011236420510721,0.152042286267442
53228,135.99917763157896,601.968253968254,353.5852187644407,605.0,3.0,1202.0,0.0442981760604853,0.0165276044414269,0.0455622561224871,0.0072156765941626,0.1297456260625635
53229,99.38401442307692,625.7142857142857,367.30907854785386,627.0,3.0,1242.0,0.0637857367566582,0.0266762254696043,0.0591097029994008,0.0086563134390943,0.1347618240705005
53807,80.74951171875,610.5263157894736,351.311058513385,611.0,17.0,1203.0,0.1815694225209962,0.0229573509960136,0.1814643558326889,0.0950103716145278,0.265591605275089
53152,89.10290948275862,630.0222222222222,372.6129054178755,630.0,3.0,1261.0,0.1914320206449871,0.0539932459349336,0.1982921481012104,0.032492698304265,0.3266029592939733
53379,123.046875,609.8620689655172,357.5541168722171,610.5,3.0,1218.0,0.2350712493008545,0.0508088582839271,0.2369234688598379,0.0835363948891625,0.3713821695727721
53381,112.34714673913044,634.4807692307693,347.0280686045558,642.5,39.0,1226.0,0.0926662435120504,0.0308368715943253,0.0906781088250485,0.0113830847650339,0.2151749052771059
53154,89.10290948275862,619.0930232558139,356.32568157048945,619.0,16.0,1222.0,0.1190367666169691,0.0375120316571884,0.1319579160621176,0.0037859089086413,0.1952040275718362
53587,107.666015625,620.56,354.1986538653133,620.0,18.0,1224.0,0.2146318475581839,0.0152171541895373,0.2139380698991875,0.166199217987186,0.2666444988399644
53578,143.5546875,630.3142857142857,366.89992963660666,631.0,3.0,1258.0,0.055074277759664,0.0288355779892283,0.0533135560928659,0.0020548232734004,0.1332968477220723
53592,117.45383522727272,639.6,321.0264163585296,635.0,94.0,1182.0,0.1662933437285689,0.0264867671355076,0.1601785958215734,0.1023371980113192,0.2416663253441954
53586,172.265625,629.0941176470589,361.6024669205742,629.0,11.0,1250.0,0.1562903872571341,0.0359091543185943,0.1521067242619175,0.0638895428755506,0.2702952489695392
53157,129.19921875,653.758064516129,355.6778029786759,654.0,48.0,1260.0,0.1511106796666525,0.0592800259527646,0.1597967299422193,0.0085683000446545,0.3078523977922023
53591,123.046875,642.7258064516129,370.230667825537,645.0,9.0,1271.0,0.1472581605312365,0.0362805505831511,0.1473865826829988,0.0244366672295772,0.2578887971052298
53156,151.99908088235293,646.3466666666667,367.4084917666197,647.0,18.0,1275.0,0.120554938623928,0.0705968373485907,0.1102414298959787,0.0077541979623308,0.36638364661148
53496,69.83741554054055,605.4242424242424,351.27318474571297,605.0,15.0,1196.0,0.0714363098182113,0.0338785859280684,0.0653270371699367,0.0125997279417274,0.1917906521255767
53723,61.5234375,624.0,365.6263119634581,626.0,8.0,1235.0,0.0405951436748556,0.0195649023248779,0.0360608076142869,0.0134632043095659,0.1213455926918308
53457,103.359375,635.156862745098,367.5599656318077,635.0,11.0,1260.0,0.156354063748205,0.0790222157308284,0.1415675944660033,0.026215410053484,0.3606406398865909
53862,129.19921875,643.4375,367.14501881919904,643.0,18.0,1270.0,0.1113721875084037,0.0305936541043215,0.1129141482756248,0.0181599952453582,0.1997166097344559
53725,143.5546875,635.2714285714286,364.45606913115137,634.5,5.0,1255.0,0.0350281030551671,0.0176408035538145,0.0327977759102134,0.0019367915627074,0.1021566571854475
53724,129.19921875,643.4677419354839,359.4020445191966,649.0,25.0,1249.0,0.0464363021039716,0.0226739962060003,0.0460210618003467,0.0028394475267083,0.1133530857607738
53863,129.19921875,614.4666666666667,352.4242456030641,614.5,14.0,1215.0,0.0886701507797682,0.0332415166893442,0.0862314010345071,0.0154664029823801,0.1810089942531
53726,161.4990234375,662.2467532467532,353.9056722166529,663.0,49.0,1271.0,0.0421471837591501,0.0162504677245582,0.0369613134382775,0.0125329938207944,0.1024148188327439
53727,129.19921875,625.1451612903226,358.38850098444453,623.5,10.0,1238.0,0.0453116992785016,0.0187274628586233,0.0432205166526315,0.0053772241113276,0.1154210913631411
98301,123.046875,631.1803278688525,360.22472531429787,631.0,15.0,1247.0,0.0616562392586217,0.0212376627411993,0.0626194155838631,0.0118135532814748,0.1110834436089065
98671,123.046875,637.3934426229508,370.1977884590231,636.0,7.0,1269.0,0.1440385197275421,0.0342050233745317,0.1450863886376274,0.0351247232194385,0.2421455116175203
98077,117.45383522727272,626.5254237288135,366.6914999468832,627.0,3.0,1251.0,0.1670180340472724,0.062132111435012,0.1513903261772905,0.0686229902163806,0.4199309592040659
98300,99.38401442307692,610.78,364.6521789321983,601.0,3.0,1236.0,0.0532424059626015,0.0196878776225313,0.0516111662617638,0.0065539701914208,0.1052162538826604
98670,123.046875,599.0677966101695,353.5920691076414,596.0,4.0,1208.0,0.1139770020747102,0.0425934358922723,0.1181553569455764,0.0036070356839267,0.2192060875991203
98565,184.5703125,10.5,7.5,10.5,3.0,18.0,0.1504918586341063,0.0503060457862478,0.1501825709143862,0.0244719783954709,0.2490825283775732
98302,112.34714673913044,633.6851851851852,360.06202264456,635.5,18.0,1244.0,0.0675476297540894,0.0187567473797294,0.0692425824700373,0.0158566902911378,0.1143352946819537
98666,143.5546875,635.9295774647887,368.8853909554902,635.0,3.0,1272.0,0.0656313001065391,0.0257616312631254,0.0622324899680811,0.011978112360417,0.180039858527647
98567,172.265625,5.0,0.0,5.0,5.0,5.0,0.0004397073896239,6.704300827869612e-05,0.000416181503166,0.0003444413231237,0.0005717604622221
98667,112.34714673913044,599.3584905660377,347.6832268049398,602.0,3.0,1189.0,0.1879777100043536,0.0365970963937327,0.1865982484832662,0.0457488396846285,0.3196284852693829
98298,135.99917763157896,633.4264705882352,372.2949619737993,634.0,3.0,1274.0,0.0419105146069304,0.0203432268875966,0.0360688903866798,0.0100727780163967,0.1294277436439766
98299,123.046875,625.8688524590164,363.8550186593572,622.0,3.0,1250.0,0.0439217395838488,0.0169077427856312,0.0421701695909,0.009494240463003,0.0993805716485138
98339,143.5546875,587.1060606060606,342.7334032755559,588.0,3.0,1163.0,0.0560278503949484,0.0246642201798277,0.0533576399757057,0.0069105217779293,0.1507052499335552
98701,117.45383522727272,576.7962962962963,337.5595628993513,574.5,5.0,1149.0,0.2068369688772738,0.0267139024290307,0.2009978649992546,0.1350254994721472,0.2888175338772015
98028,135.99917763157896,590.7540983606557,342.8847082314129,593.0,3.0,1176.0,0.0290747152364434,0.0093157655575354,0.0272639229080609,0.0074814959340143,0.0668271623510453
98202,129.19921875,607.6451612903226,355.7387178531635,607.5,3.0,1214.0,0.1109232887981317,0.0316302704359276,0.1081798643800974,0.0374645456087048,0.2056450953708171
98613,143.5546875,639.1884057971015,362.3713075055138,640.0,20.0,1258.0,0.182217331832957,0.0297403408659575,0.1798233679549002,0.1016671576823561,0.2978439330077537
98203,123.046875,634.983870967742,372.1041950823973,632.5,3.0,1268.0,0.1762134572966391,0.0492054209542373,0.1745890507401063,0.0219912595938513,0.2838450293280609
98229,151.99908088235293,563.4666666666667,291.5663141646435,563.5,70.0,1057.0,0.0727541162869194,0.0218344023854691,0.0745581377310964,0.0122368252271539,0.1972398552256012
98573,112.34714673913044,641.5370370370371,353.2238673704111,642.0,39.0,1239.0,0.221246563994667,0.053985462667903,0.209158869116101,0.1102338348580907,0.3780451950474223
98349,123.046875,634.516129032258,368.2432901053273,633.5,3.0,1264.0,0.1181013886061711,0.0365495235805687,0.1233875425564071,0.0183976944669084,0.195287111539588
98348,117.45383522727272,630.1578947368421,361.9471605069953,624.0,16.0,1252.0,0.1549648876806633,0.0379818471769723,0.1576439488510761,0.0146324781065162,0.237148547511043
98228,117.45383522727272,634.9166666666666,370.6632025467624,637.5,3.0,1267.0,0.0683524499102739,0.0486957522189641,0.0649170507206245,0.0024990126988698,0.2076561780833284
98770,80.74951171875,621.2307692307693,358.88791633203795,621.0,13.0,1230.0,0.0556145656075684,0.0121487567328179,0.0551064063571322,0.028326006226554,0.0966141411119127
98204,123.046875,635.8225806451613,369.9722537196168,635.5,5.0,1266.0,0.1158191519284825,0.0850825872071143,0.079372571650853,0.019764008749264,0.3277145611635432
98576,89.10290948275862,638.6363636363636,364.4854462058365,638.5,20.0,1256.0,0.1111481357410093,0.04210108488767,0.1018832305131481,0.0118961944321631,0.2504095507772808
98238,117.45383522727272,637.1864406779661,367.9491248259908,633.0,11.0,1268.0,0.1623775238625181,0.0306350625786838,0.1659319610712945,0.0908989207210245,0.233207025607154
98577,89.10290948275862,633.7441860465116,356.24698076391786,634.0,31.0,1236.0,0.1626566539876489,0.0607638439717372,0.1545874177955655,0.0378090239707376,0.3082319383968219
98628,135.99917763157896,558.6551724137931,322.8645788350738,558.5,9.0,1108.0,0.2022942074475388,0.0554136809041093,0.2064803549367628,0.0417280721004777,0.3594048114519291
98205,161.4990234375,636.425,370.9781588921375,638.0,3.0,1270.0,0.1491636636783417,0.0506913450413009,0.1505129985079221,0.0111430813565401,0.3276191854546771
98575,86.1328125,636.6511627906976,368.9123475475801,637.0,10.0,1261.0,0.0981775853323312,0.0377279420076553,0.088536632852887,0.0468937592917522,0.2461529690774579
98617,107.666015625,630.1153846153846,360.5096634705113,632.0,14.0,1242.0,0.1876905282018794,0.048315619291091,0.1873585047888953,0.0487167351468489,0.3278081135779085
98549,161.4990234375,639.05,371.2740530928602,639.5,3.0,1273.0,0.1991926349130773,0.0547793973209064,0.1965589779425217,0.0673899370379924,0.3691176553674343
98548,135.99917763157896,629.5147058823529,367.2763221915626,630.0,3.0,1253.0,0.1770933034814845,0.0508415178238962,0.1831058247880653,0.0202293744879099,0.2792883651610728
98206,117.45383522727272,635.9491525423729,366.717155299295,636.0,11.0,1261.0,0.203743236610925,0.067284117110966,0.2143038468125557,0.048282695473943,0.3259297917333241
98574,161.4990234375,639.85,363.7982304794788,640.0,18.0,1262.0,0.1825357605808306,0.033793945784195,0.1821782247331737,0.0954976698593653,0.3025895910752367
98579,123.046875,636.0645161290323,372.75110051406057,637.0,4.0,1270.0,0.1901399079982778,0.0584876946157637,0.1969646196896118,0.0111764660308051,0.3266855979785245
98551,99.38401442307692,619.2325581395348,356.34088965152733,621.0,14.0,1222.0,0.1573344742143282,0.0806165836743945,0.1282105965328814,0.0365843763658836,0.3624939539832674
98237,143.5546875,641.112676056338,366.77346691997866,641.0,12.0,1271.0,0.1282101395576579,0.0255708878115727,0.1270845979552065,0.049976752882072,0.1982430894953309
98626,151.99908088235293,609.0,352.92639778503553,609.0,6.0,1212.0,0.1807250075688714,0.0664841380376532,0.1711023095572136,0.0201024947398755,0.3867371872639416
98627,92.28515625,614.0227272727273,352.79181915867787,614.0,17.0,1212.0,0.2098424530500336,0.0490269689695001,0.2115246407288824,0.0584804870725708,0.3670350427866007
98550,89.10290948275862,633.0681818181819,364.6312207826169,633.0,16.0,1251.0,0.1707336427570543,0.060006708330821,0.1529255054043333,0.0635596245393787,0.3882384255508409
98236,123.046875,635.4406779661017,365.28369616544086,637.0,14.0,1249.0,0.1332108616293509,0.0138958944783811,0.1325278210701564,0.0941376074232142,0.1821995002628763
98578,172.265625,619.8117647058823,356.2989324617131,618.0,10.0,1229.0,0.1431087680504666,0.0445339915031776,0.1411888949547796,0.037116749557765,0.3078155846610638
98585,129.19921875,603.9032258064516,357.69078868790405,604.0,6.0,1215.0,0.1784295330007591,0.0513306569727418,0.1662658040522789,0.0907552291080153,0.369248530849202
98552,95.703125,667.0227272727273,338.7096160857049,655.0,101.0,1262.0,0.1608540136341205,0.0541502307956229,0.1426398457227888,0.0664733064304396,0.3165406306734681
98618,75.99954044117646,611.3783783783783,362.7442216539311,612.0,6.0,1223.0,0.0490612992859764,0.0195087915441757,0.0445324589121839,0.0102760857024063,0.1249783989004195
98624,117.45383522727272,542.2340425531914,311.3466435632892,541.0,15.0,1070.0,0.1782586122144389,0.0533877434982377,0.172948535291031,0.0506193578999283,0.3628443685396077
98625,83.35433467741936,621.0,369.24382188467285,610.5,11.0,1251.0,0.188085778823613,0.051261285021339,0.1904824110550542,0.0464503429157466,0.3409530905665034
98619,107.666015625,628.4423076923077,362.9521272448994,628.0,18.0,1245.0,0.1970094818376385,0.0491746739672749,0.2014884032593362,0.0676873175241242,0.3288736884519783
98235,123.046875,955.1785714285714,180.4456890138234,959.5,655.0,1255.0,0.0995004870169838,0.0222128353926674,0.0971270336014323,0.0435946193816888,0.1813450223025821
98553,107.666015625,650.4038461538462,359.25817048764554,650.5,40.0,1261.0,0.1364858305947818,0.0511158853023662,0.1283104159691791,0.0268136316313641,0.2702671591818893
98547,92.28515625,780.1470588235294,267.5439636608337,778.0,334.0,1239.0,0.090769166763478,0.034020010914107,0.0806446706771107,0.0308993096988085,0.2085098512206759
98584,92.28515625,624.2666666666667,364.52851740295984,626.0,6.0,1242.0,0.1252090044450499,0.0454617031215577,0.1164585488879825,0.0490697532693911,0.284243612538908
98580,151.99908088235293,637.1066666666667,367.974186534267,637.0,9.0,1266.0,0.156465471158948,0.0634326790459162,0.1836564180270496,0.0248310503762181,0.2892146740981174
98557,129.19921875,616.7777777777778,355.38405089868195,623.0,8.0,1217.0,0.2333650919974255,0.0751517227593237,0.2438074126853288,0.0491093215714521,0.3898281361849264
98621,78.30255681818181,602.6756756756756,350.2790435170882,606.0,11.0,1197.0,0.0967349169127263,0.0386712306260783,0.0949352364888678,0.0133066434018605,0.2170844361819651
98569,123.046875,18.5,10.5,18.5,8.0,29.0,0.0615321824370412,0.0191038472230474,0.0667010576692205,0.0142993040363218,0.0918818344441701
98620,151.99908088235293,621.4594594594595,363.1149467767484,621.0,3.0,1242.0,0.1430700575355614,0.0505553913983391,0.132139619109624,0.0386464658622333,0.3214923018710018
